station,station_name,valid(UTC),tmpf,dwpf,sknt,drct,vis1_coeff,precip
DFW,DALLAS/FT WORTH,2015-03-21 22:00,62,56,4,88,0.124,0,
ATL,ATLANTA INTL ARPT,2015-03-21 23:00,68,40,7,312,0.061,0,
DFW,DALLAS/FT WORTH,2015-03-21 23:00,61,56,7,67,0.147,0,
DEN,DENVER INTNL ARPT,2015-03-21 23:00,68,9,8,111,0.05,0,
ORD,CHICAGO O HARE,2015-03-21 23:00,39,27,11,65,0.087,0,
LAX,LOS ANGELES INTL,2015-03-21 23:00,65,56,11,242,0.154,0,
DEN,DENVER INTNL ARPT,2015-03-22 00:00,67,13,7,112,0.053,0,
ATL,ATLANTA INTL ARPT,2015-03-22 00:00,66,43,7,316,0.093,0,
ORD,CHICAGO O HARE,2015-03-22 00:00,36,25,10,56,0.092,0,
DFW,DALLAS/FT WORTH,2015-03-22 00:00,60,55,6,69,0.178,0,
LAX,LOS ANGELES INTL,2015-03-22 00:00,65,56,10,253,0.141,0,
ORD,CHICAGO O HARE,2015-03-22 01:00,34,26,6,67,0.093,0,
LAX,LOS ANGELES INTL,2015-03-22 01:00,62,55,10,255,0.175,0,
DFW,DALLAS/FT WORTH,2015-03-22 01:00,59,55,7,77,0.169,0,
DEN,DENVER INTNL ARPT,2015-03-22 01:00,55,27,8,148,0.053,0,
ATL,ATLANTA INTL ARPT,2015-03-22 01:00,63,47,5,331,0.101,0,
ATL,ATLANTA INTL ARPT,2015-03-22 02:00,61,49,7,312,0.109,0,
LAX,LOS ANGELES INTL,2015-03-22 02:00,61,55,9,266,0.184,0,
ORD,CHICAGO O HARE,2015-03-22 02:00,33,26,7,63,0.102,0,
DEN,DENVER INTNL ARPT,2015-03-22 02:00,48,28,8,160,0.052,0,
DFW,DALLAS/FT WORTH,2015-03-22 02:00,58,53,9,67,0.132,0,
ATL,ATLANTA INTL ARPT,2015-03-22 03:00,59,50,3,276,0.144,0,
DEN,DENVER INTNL ARPT,2015-03-22 03:00,47,28,11,178,0.055,0,
LAX,LOS ANGELES INTL,2015-03-22 03:00,61,56,8,259,0.212,0,
ORD,CHICAGO O HARE,2015-03-22 03:00,33,26,6,82,0.109,0,
DFW,DALLAS/FT WORTH,2015-03-22 03:00,57,53,7,49,0.245,0,
DEN,DENVER INTNL ARPT,2015-03-22 04:00,43,27,8,183,0.06,0,
ORD,CHICAGO O HARE,2015-03-22 04:00,33,26,3,74,0.116,0,
LAX,LOS ANGELES INTL,2015-03-22 04:00,60,57,7,270,0.191,0,
DFW,DALLAS/FT WORTH,2015-03-22 04:00,55,52,6,36,0.864,0,
ATL,ATLANTA INTL ARPT,2015-03-22 04:00,58,50,5,311,0.137,0,
DFW,DALLAS/FT WORTH,2015-03-22 05:00,54,52,4,52,0.482,0,
DEN,DENVER INTNL ARPT,2015-03-22 05:00,50,22,15,204,0.061,0,
ORD,CHICAGO O HARE,2015-03-22 05:00,33,26,4,78,0.122,0,
LAX,LOS ANGELES INTL,2015-03-22 05:00,60,57,5,247,0.229,0,
ATL,ATLANTA INTL ARPT,2015-03-22 05:00,57,49,4,292,0.201,0,
ATL,ATLANTA INTL ARPT,2015-03-22 06:00,56,48,6,292,0.148,0,
DFW,DALLAS/FT WORTH,2015-03-22 06:00,53,51,5,70,0.331,0,
DEN,DENVER INTNL ARPT,2015-03-22 06:00,51,20,13,216,0.06,0,
ORD,CHICAGO O HARE,2015-03-22 06:00,32,26,6,52,0.155,0,
LAX,LOS ANGELES INTL,2015-03-22 06:00,60,56,5,237,0.232,0,
ORD,CHICAGO O HARE,2015-03-22 07:00,31,26,5,43,0.122,0,
DEN,DENVER INTNL ARPT,2015-03-22 07:00,47,22,10,230,0.066,0,
LAX,LOS ANGELES INTL,2015-03-22 07:00,60,56,4,205,0.232,0,
ATL,ATLANTA INTL ARPT,2015-03-22 07:00,55,49,5,280,0.17,0,
DFW,DALLAS/FT WORTH,2015-03-22 07:00,53,51,3,38,0.308,0,
DEN,DENVER INTNL ARPT,2015-03-22 08:00,45,23,10,223,0.062,0,
ATL,ATLANTA INTL ARPT,2015-03-22 08:00,55,48,3,259,0.113,0,
DFW,DALLAS/FT WORTH,2015-03-22 08:00,53,51,2,6,0.251,0,
ORD,CHICAGO O HARE,2015-03-22 08:00,30,26,5,32,0.142,0,
LAX,LOS ANGELES INTL,2015-03-22 08:00,60,56,2,225,0.222,0,
LAX,LOS ANGELES INTL,2015-03-22 09:00,59,54,4,252,0.178,0,
DEN,DENVER INTNL ARPT,2015-03-22 09:00,45,23,11,218,0.061,0,
DFW,DALLAS/FT WORTH,2015-03-22 09:00,53,52,4,337,0.704,0,
ATL,ATLANTA INTL ARPT,2015-03-22 09:00,54,50,3,233,0.195,0,
ORD,CHICAGO O HARE,2015-03-22 09:00,32,27,10,36,0.111,0,
LAX,LOS ANGELES INTL,2015-03-22 10:00,59,54,2,237,0.176,0,
ATL,ATLANTA INTL ARPT,2015-03-22 10:00,56,50,5,24,0.176,0,
ORD,CHICAGO O HARE,2015-03-22 10:00,31,26,8,40,0.097,0,
DEN,DENVER INTNL ARPT,2015-03-22 10:00,45,22,10,223,0.062,0,
DFW,DALLAS/FT WORTH,2015-03-22 10:00,53,52,6,332,0.289,0,
DFW,DALLAS/FT WORTH,2015-03-22 11:00,53,51,7,356,0.13,0,
LAX,LOS ANGELES INTL,2015-03-22 11:00,58,54,4,238,0.163,0,
ATL,ATLANTA INTL ARPT,2015-03-22 11:00,56,50,7,35,0.185,0,
DEN,DENVER INTNL ARPT,2015-03-22 11:00,44,23,11,225,0.062,0,
ORD,CHICAGO O HARE,2015-03-22 11:00,31,22,10,55,0.093,0,
LAX,LOS ANGELES INTL,2015-03-22 12:00,58,54,3,260,0.141,0,
DFW,DALLAS/FT WORTH,2015-03-22 12:00,53,51,4,20,0.108,0,
ORD,CHICAGO O HARE,2015-03-22 12:00,31,22,10,59,0.097,0,
DEN,DENVER INTNL ARPT,2015-03-22 12:00,46,21,14,212,0.062,0,
ATL,ATLANTA INTL ARPT,2015-03-22 12:00,57,50,5,29,0.155,0,
LAX,LOS ANGELES INTL,2015-03-22 13:00,58,53,2,236,0.162,0,
ATL,ATLANTA INTL ARPT,2015-03-22 13:00,56,50,6,48,0.176,0,
DFW,DALLAS/FT WORTH,2015-03-22 13:00,53,51,7,16,0.164,0,
ORD,CHICAGO O HARE,2015-03-22 13:00,32,21,13,70,0.101,0,
DEN,DENVER INTNL ARPT,2015-03-22 13:00,45,22,12,223,0.063,0,
ORD,CHICAGO O HARE,2015-03-22 14:00,32,20,13,55,0.096,0,
DEN,DENVER INTNL ARPT,2015-03-22 14:00,50,22,11,219,0.063,0,
LAX,LOS ANGELES INTL,2015-03-22 14:00,58,53,4,186,0.159,0,
DFW,DALLAS/FT WORTH,2015-03-22 14:00,53,51,3,335,0.169,0,
ATL,ATLANTA INTL ARPT,2015-03-22 14:00,56,51,7,49,0.324,0,
DFW,DALLAS/FT WORTH,2015-03-22 15:00,54,51,5,345,0.114,0,
ATL,ATLANTA INTL ARPT,2015-03-22 15:00,55,52,9,69,0.151,0,
ORD,CHICAGO O HARE,2015-03-22 15:00,33,19,12,58,0.1,0,
LAX,LOS ANGELES INTL,2015-03-22 15:00,59,53,4,177,0.159,0,
DEN,DENVER INTNL ARPT,2015-03-22 15:00,56,25,9,246,0.075,0,
DEN,DENVER INTNL ARPT,2015-03-22 16:00,59,21,4,312,0.061,0,
LAX,LOS ANGELES INTL,2015-03-22 16:00,61,53,3,157,0.157,0,
ATL,ATLANTA INTL ARPT,2015-03-22 16:00,56,53,6,86,0.303,0,
ORD,CHICAGO O HARE,2015-03-22 16:00,33,18,15,53,0.094,0,
DFW,DALLAS/FT WORTH,2015-03-22 16:00,57,52,6,349,0.102,0,
DEN,DENVER INTNL ARPT,2015-03-22 17:00,63,19,4,331,0.059,0,
LAX,LOS ANGELES INTL,2015-03-22 17:00,64,54,1,52,0.167,0,
ORD,CHICAGO O HARE,2015-03-22 17:00,33,18,13,52,0.095,0,
DFW,DALLAS/FT WORTH,2015-03-22 17:00,57,52,6,301,0.098,0,
ATL,ATLANTA INTL ARPT,2015-03-22 17:00,57,53,6,119,0.248,0,
ATL,ATLANTA INTL ARPT,2015-03-22 18:00,57,54,6,134,0.409,0,
LAX,LOS ANGELES INTL,2015-03-22 18:00,63,53,6,266,0.14,0,
ORD,CHICAGO O HARE,2015-03-22 18:00,33,15,10,70,0.098,0,
DFW,DALLAS/FT WORTH,2015-03-22 18:00,61,53,5,321,0.083,0,
DEN,DENVER INTNL ARPT,2015-03-22 18:00,64,18,,,0.06,0,
DFW,DALLAS/FT WORTH,2015-03-22 19:00,65,53,4,335,0.068,0,
DEN,DENVER INTNL ARPT,2015-03-22 19:00,68,18,3,294,0.051,0,
ATL,ATLANTA INTL ARPT,2015-03-22 19:00,56,54,6,73,1.272,0,
LAX,LOS ANGELES INTL,2015-03-22 19:00,65,53,6,293,0.134,0,
ORD,CHICAGO O HARE,2015-03-22 19:00,33,15,10,45,0.09,0,
ORD,CHICAGO O HARE,2015-03-22 20:00,33,14,12,67,0.088,0,
DEN,DENVER INTNL ARPT,2015-03-22 20:00,67,16,3,190,0.058,0,
DFW,DALLAS/FT WORTH,2015-03-22 20:00,66,53,4,271,0.058,0,
LAX,LOS ANGELES INTL,2015-03-22 20:00,65,53,9,265,0.133,0,
ATL,ATLANTA INTL ARPT,2015-03-22 20:00,57,54,6,111,0.312,0,
ORD,CHICAGO O HARE,2015-03-22 21:00,34,16,10,53,0.095,0,
LAX,LOS ANGELES INTL,2015-03-22 21:00,65,54,9,236,0.129,0,
ATL,ATLANTA INTL ARPT,2015-03-22 21:00,57,55,8,84,0.878,0.01,
DFW,DALLAS/FT WORTH,2015-03-22 21:00,68,51,5,20,0.053,0,
DEN,DENVER INTNL ARPT,2015-03-22 21:00,69,19,5,88,0.057,0,
ATL,ATLANTA INTL ARPT,2015-03-22 22:00,57,54,11,88,0.147,0,
LAX,LOS ANGELES INTL,2015-03-22 22:00,64,54,8,254,0.114,0,
ORD,CHICAGO O HARE,2015-03-22 22:00,32,14,13,33,0.085,0,
DEN,DENVER INTNL ARPT,2015-03-22 22:00,69,18,4,41,0.054,0,
DFW,DALLAS/FT WORTH,2015-03-22 22:00,68,52,4,108,0.05,0,
ATL,ATLANTA INTL ARPT,2015-03-22 23:00,57,55,6,100,0.596,0,
ORD,CHICAGO O HARE,2015-03-22 23:00,27,22,8,33,1.975,0,
DFW,DALLAS/FT WORTH,2015-03-22 23:00,68,53,5,81,0.05,0,
DEN,DENVER INTNL ARPT,2015-03-22 23:00,66,22,6,62,0.064,0,
LAX,LOS ANGELES INTL,2015-03-22 23:00,63,54,11,267,0.121,0,
DFW,DALLAS/FT WORTH,2015-03-23 00:00,67,51,1,239,0.05,0,
ATL,ATLANTA INTL ARPT,2015-03-23 00:00,56,54,8,85,0.421,0,
LAX,LOS ANGELES INTL,2015-03-23 00:00,63,54,11,255,0.123,0,
ORD,CHICAGO O HARE,2015-03-23 00:00,27,20,6,75,0.149,0,
DEN,DENVER INTNL ARPT,2015-03-23 00:00,63,27,11,58,0.063,0,
ATL,ATLANTA INTL ARPT,2015-03-23 01:00,56,53,14,78,0.463,0,
DFW,DALLAS/FT WORTH,2015-03-23 01:00,63,54,8,216,0.062,0,
ORD,CHICAGO O HARE,2015-03-23 01:00,29,18,8,32,0.09,0,
LAX,LOS ANGELES INTL,2015-03-23 01:00,62,54,11,257,0.12,0,
DEN,DENVER INTNL ARPT,2015-03-23 01:00,60,28,9,43,0.066,0,
ATL,ATLANTA INTL ARPT,2015-03-23 02:00,56,53,12,75,0.066,0,
ORD,CHICAGO O HARE,2015-03-23 02:00,30,18,11,60,0.088,0,
LAX,LOS ANGELES INTL,2015-03-23 02:00,61,55,12,254,0.174,0,
DEN,DENVER INTNL ARPT,2015-03-23 02:00,58,27,12,27,0.064,0,
DFW,DALLAS/FT WORTH,2015-03-23 02:00,62,54,7,246,0.06,0,
DEN,DENVER INTNL ARPT,2015-03-23 03:00,57,27,8,32,0.061,0,
ORD,CHICAGO O HARE,2015-03-23 03:00,30,18,9,54,0.088,0,
DFW,DALLAS/FT WORTH,2015-03-23 03:00,61,53,5,253,0.062,0,
LAX,LOS ANGELES INTL,2015-03-23 03:00,60,55,12,264,0.129,0,
ATL,ATLANTA INTL ARPT,2015-03-23 03:00,56,53,12,70,0.077,0,
ATL,ATLANTA INTL ARPT,2015-03-23 04:00,55,53,9,98,0.581,0,
DEN,DENVER INTNL ARPT,2015-03-23 04:00,54,28,14,75,0.06,0,
ORD,CHICAGO O HARE,2015-03-23 04:00,31,20,11,54,0.091,0,
DFW,DALLAS/FT WORTH,2015-03-23 04:00,60,53,5,251,0.072,0,
LAX,LOS ANGELES INTL,2015-03-23 04:00,61,56,17,272,0.128,0,
ORD,CHICAGO O HARE,2015-03-23 05:00,31,20,8,59,0.089,0,
DFW,DALLAS/FT WORTH,2015-03-23 05:00,58,52,3,216,0.109,0,
ATL,ATLANTA INTL ARPT,2015-03-23 05:00,55,51,9,93,0.068,0,
DEN,DENVER INTNL ARPT,2015-03-23 05:00,50,32,13,106,0.069,0,
LAX,LOS ANGELES INTL,2015-03-23 05:00,61,56,13,285,0.141,0,
DEN,DENVER INTNL ARPT,2015-03-23 06:00,47,33,10,106,0.07,0,
LAX,LOS ANGELES INTL,2015-03-23 06:00,61,55,12,273,0.134,0,
ORD,CHICAGO O HARE,2015-03-23 06:00,31,22,10,52,0.561,0,
ATL,ATLANTA INTL ARPT,2015-03-23 06:00,55,51,8,73,0.082,0,
DFW,DALLAS/FT WORTH,2015-03-23 06:00,56,53,2,159,0.153,0,
DEN,DENVER INTNL ARPT,2015-03-23 07:00,46,33,12,135,0.069,0,
LAX,LOS ANGELES INTL,2015-03-23 07:00,60,56,11,264,0.144,0,
ATL,ATLANTA INTL ARPT,2015-03-23 07:00,55,52,11,60,0.124,0,
ORD,CHICAGO O HARE,2015-03-23 07:00,28,25,12,53,6.423,0,
DFW,DALLAS/FT WORTH,2015-03-23 07:00,53,51,5,140,0.234,0,
ATL,ATLANTA INTL ARPT,2015-03-23 08:00,55,52,9,70,0.199,0,
DEN,DENVER INTNL ARPT,2015-03-23 08:00,45,34,13,166,0.069,0,
ORD,CHICAGO O HARE,2015-03-23 08:00,29,26,12,66,0.234,0,
LAX,LOS ANGELES INTL,2015-03-23 08:00,60,54,10,264,0.128,0,
DFW,DALLAS/FT WORTH,2015-03-23 08:00,53,51,5,121,0.132,0,
ORD,CHICAGO O HARE,2015-03-23 09:00,29,26,7,71,2.61,0,
DEN,DENVER INTNL ARPT,2015-03-23 09:00,42,31,13,152,0.073,0,
ATL,ATLANTA INTL ARPT,2015-03-23 09:00,55,52,8,64,0.197,0,
LAX,LOS ANGELES INTL,2015-03-23 09:00,59,53,11,262,0.153,0,
DFW,DALLAS/FT WORTH,2015-03-23 09:00,54,52,6,135,0.15,0,
LAX,LOS ANGELES INTL,2015-03-23 10:00,58,53,7,260,0.195,0,
DEN,DENVER INTNL ARPT,2015-03-23 10:00,43,30,10,176,0.071,0,
ORD,CHICAGO O HARE,2015-03-23 10:00,29,27,7,71,6.378,0,
ATL,ATLANTA INTL ARPT,2015-03-23 10:00,55,52,9,50,0.083,0,
DFW,DALLAS/FT WORTH,2015-03-23 10:00,53,51,6,144,0.11,0,
DFW,DALLAS/FT WORTH,2015-03-23 11:00,51,49,4,154,0.129,0,
ORD,CHICAGO O HARE,2015-03-23 11:00,28,26,11,50,3.994,0,
LAX,LOS ANGELES INTL,2015-03-23 11:00,58,53,2,293,0.133,0,
DEN,DENVER INTNL ARPT,2015-03-23 11:00,44,31,18,160,0.073,0,
ATL,ATLANTA INTL ARPT,2015-03-23 11:00,55,51,10,46,0.08,0,
ATL,ATLANTA INTL ARPT,2015-03-23 12:00,55,51,7,67,0.082,0,
DEN,DENVER INTNL ARPT,2015-03-23 12:00,44,31,16,159,0.074,0,
ORD,CHICAGO O HARE,2015-03-23 12:00,28,26,11,83,2.509,0,
DFW,DALLAS/FT WORTH,2015-03-23 12:00,51,49,4,143,0.15,0,
LAX,LOS ANGELES INTL,2015-03-23 12:00,57,53,4,104,0.143,0,
LAX,LOS ANGELES INTL,2015-03-23 13:00,57,53,4,140,0.155,0,
ATL,ATLANTA INTL ARPT,2015-03-23 13:00,56,51,8,76,0.094,0,
DFW,DALLAS/FT WORTH,2015-03-23 13:00,51,49,4,176,0.125,0,
ORD,CHICAGO O HARE,2015-03-23 13:00,28,26,9,81,3.793,0,
DEN,DENVER INTNL ARPT,2015-03-23 13:00,42,31,12,164,0.074,0,
ATL,ATLANTA INTL ARPT,2015-03-23 14:00,57,50,10,40,0.085,0,
DFW,DALLAS/FT WORTH,2015-03-23 14:00,56,52,6,171,0.103,0,
LAX,LOS ANGELES INTL,2015-03-23 14:00,56,53,2,97,0.194,0,
ORD,CHICAGO O HARE,2015-03-23 14:00,28,27,11,101,9.754,0,
DEN,DENVER INTNL ARPT,2015-03-23 14:00,45,31,15,163,0.073,0,
DFW,DALLAS/FT WORTH,2015-03-23 15:00,60,52,7,150,0.072,0,
DEN,DENVER INTNL ARPT,2015-03-23 15:00,48,28,17,168,0.069,0,
ATL,ATLANTA INTL ARPT,2015-03-23 15:00,60,51,11,85,0.068,0,
ORD,CHICAGO O HARE,2015-03-23 15:00,28,27,10,93,4.235,0,
LAX,LOS ANGELES INTL,2015-03-23 15:00,59,55,1,75,0.171,0,
DEN,DENVER INTNL ARPT,2015-03-23 16:00,52,24,17,164,0.063,0,
ORD,CHICAGO O HARE,2015-03-23 16:00,29,26,11,89,2.913,0,
LAX,LOS ANGELES INTL,2015-03-23 16:00,61,52,2,152,0.135,0,
ATL,ATLANTA INTL ARPT,2015-03-23 16:00,61,49,13,59,0.066,0,
DFW,DALLAS/FT WORTH,2015-03-23 16:00,63,52,8,155,0.067,0,
DEN,DENVER INTNL ARPT,2015-03-23 17:00,56,23,28,172,0.062,0,
DFW,DALLAS/FT WORTH,2015-03-23 17:00,66,54,7,151,0.061,0,
ORD,CHICAGO O HARE,2015-03-23 17:00,29,26,11,97,1.004,0,
LAX,LOS ANGELES INTL,2015-03-23 17:00,63,50,2,108,0.128,0,
ATL,ATLANTA INTL ARPT,2015-03-23 17:00,64,49,14,67,0.063,0,
DFW,DALLAS/FT WORTH,2015-03-23 18:00,69,56,8,154,0.052,0,
DEN,DENVER INTNL ARPT,2015-03-23 18:00,62,26,25,178,0.062,0,
LAX,LOS ANGELES INTL,2015-03-23 18:00,68,50,4,180,0.125,0,
ATL,ATLANTA INTL ARPT,2015-03-23 18:00,63,48,14,83,0.06,0,
ORD,CHICAGO O HARE,2015-03-23 18:00,29,26,10,74,0.402,0,
DFW,DALLAS/FT WORTH,2015-03-23 19:00,71,54,8,147,0.05,0,
ORD,CHICAGO O HARE,2015-03-23 19:00,30,26,8,69,0.869,0,
LAX,LOS ANGELES INTL,2015-03-23 19:00,66,52,11,245,0.117,0,
DEN,DENVER INTNL ARPT,2015-03-23 19:00,65,25,20,184,0.065,0,
ATL,ATLANTA INTL ARPT,2015-03-23 19:00,63,48,13,82,0.063,0,
ATL,ATLANTA INTL ARPT,2015-03-23 20:00,65,48,10,87,0.061,0,
LAX,LOS ANGELES INTL,2015-03-23 20:00,66,53,12,263,0.122,0,
DEN,DENVER INTNL ARPT,2015-03-23 20:00,66,26,7,194,0.057,0,
DFW,DALLAS/FT WORTH,2015-03-23 20:00,73,53,9,142,0.056,0,
ORD,CHICAGO O HARE,2015-03-23 20:00,30,24,14,70,0.154,0,
DEN,DENVER INTNL ARPT,2015-03-23 21:00,67,24,8,233,0.06,0,
LAX,LOS ANGELES INTL,2015-03-23 21:00,67,52,15,267,0.119,0,
ATL,ATLANTA INTL ARPT,2015-03-23 21:00,68,47,8,115,0.061,0,
DFW,DALLAS/FT WORTH,2015-03-23 21:00,75,54,11,151,0.057,0,
ORD,CHICAGO O HARE,2015-03-23 21:00,30,24,9,71,0.168,0,
DFW,DALLAS/FT WORTH,2015-03-23 22:00,75,54,7,132,0.052,0,
DEN,DENVER INTNL ARPT,2015-03-23 22:00,67,24,,,0.06,0,
ATL,ATLANTA INTL ARPT,2015-03-23 22:00,66,47,9,75,0.066,0,
LAX,LOS ANGELES INTL,2015-03-23 22:00,67,51,16,255,0.134,0,
ORD,CHICAGO O HARE,2015-03-23 22:00,30,24,10,84,0.176,0,
ATL,ATLANTA INTL ARPT,2015-03-23 23:00,64,48,5,83,0.068,0,
LAX,LOS ANGELES INTL,2015-03-23 23:00,67,49,15,254,0.106,0,
ORD,CHICAGO O HARE,2015-03-23 23:00,30,24,11,83,0.175,0,
DFW,DALLAS/FT WORTH,2015-03-23 23:00,74,55,10,173,0.055,0,
DEN,DENVER INTNL ARPT,2015-03-23 23:00,68,27,7,40,0.061,0,
ATL,ATLANTA INTL ARPT,2015-03-24 00:00,64,47,3,134,0.071,0,
DEN,DENVER INTNL ARPT,2015-03-24 00:00,64,22,3,27,0.069,0,
LAX,LOS ANGELES INTL,2015-03-24 00:00,66,52,16,257,0.138,0,
ORD,CHICAGO O HARE,2015-03-24 00:00,30,24,8,58,0.174,0,
DFW,DALLAS/FT WORTH,2015-03-24 00:00,71,53,10,173,0.05,0,
LAX,LOS ANGELES INTL,2015-03-24 01:00,64,53,15,263,0.134,0,
DFW,DALLAS/FT WORTH,2015-03-24 01:00,67,54,9,152,0.061,0,
DEN,DENVER INTNL ARPT,2015-03-24 01:00,59,26,8,13,0.069,0,
ATL,ATLANTA INTL ARPT,2015-03-24 01:00,63,47,3,127,0.079,0,
ORD,CHICAGO O HARE,2015-03-24 01:00,30,24,12,70,0.159,0,
ORD,CHICAGO O HARE,2015-03-24 02:00,29,24,8,61,0.168,0,
DFW,DALLAS/FT WORTH,2015-03-24 02:00,65,54,8,149,0.06,0,
DEN,DENVER INTNL ARPT,2015-03-24 02:00,60,21,16,310,0.068,0,
ATL,ATLANTA INTL ARPT,2015-03-24 02:00,60,48,2,142,0.103,0,
LAX,LOS ANGELES INTL,2015-03-24 02:00,62,53,14,255,0.208,0,
LAX,LOS ANGELES INTL,2015-03-24 03:00,62,54,13,288,0.17,0,
DEN,DENVER INTNL ARPT,2015-03-24 03:00,52,31,15,339,0.057,0,
DFW,DALLAS/FT WORTH,2015-03-24 03:00,65,54,9,150,0.063,0,
ORD,CHICAGO O HARE,2015-03-24 03:00,29,24,7,53,0.186,0,
ATL,ATLANTA INTL ARPT,2015-03-24 03:00,59,48,2,126,0.109,0,
ORD,CHICAGO O HARE,2015-03-24 04:00,29,24,6,62,0.216,0,
DEN,DENVER INTNL ARPT,2015-03-24 04:00,50,33,9,18,0.06,0,
DFW,DALLAS/FT WORTH,2015-03-24 04:00,64,53,9,145,0.063,0,
ATL,ATLANTA INTL ARPT,2015-03-24 04:00,56,49,3,149,0.125,0,
LAX,LOS ANGELES INTL,2015-03-24 04:00,61,55,8,240,0.193,0,
LAX,LOS ANGELES INTL,2015-03-24 05:00,60,54,8,248,0.189,0,
ATL,ATLANTA INTL ARPT,2015-03-24 05:00,53,48,2,250,0.14,0,
ORD,CHICAGO O HARE,2015-03-24 05:00,29,23,6,88,0.193,0,
DFW,DALLAS/FT WORTH,2015-03-24 05:00,64,52,11,154,0.063,0,
DEN,DENVER INTNL ARPT,2015-03-24 05:00,47,33,9,350,0.08,0,
DFW,DALLAS/FT WORTH,2015-03-24 06:00,63,52,11,166,0.061,0,
ATL,ATLANTA INTL ARPT,2015-03-24 06:00,52,48,1,185,0.147,0,
ORD,CHICAGO O HARE,2015-03-24 06:00,28,22,5,81,0.206,0,
LAX,LOS ANGELES INTL,2015-03-24 06:00,60,55,6,262,0.2,0,
DEN,DENVER INTNL ARPT,2015-03-24 06:00,46,35,21,251,0.074,0,
DEN,DENVER INTNL ARPT,2015-03-24 07:00,43,34,6,246,0.068,0,
ATL,ATLANTA INTL ARPT,2015-03-24 07:00,52,48,2,220,0.146,0,
ORD,CHICAGO O HARE,2015-03-24 07:00,28,22,5,78,0.229,0,
LAX,LOS ANGELES INTL,2015-03-24 07:00,60,56,5,247,0.217,0,
DFW,DALLAS/FT WORTH,2015-03-24 07:00,63,52,11,173,0.061,0,
DFW,DALLAS/FT WORTH,2015-03-24 08:00,61,52,8,185,0.061,0,
LAX,LOS ANGELES INTL,2015-03-24 08:00,60,55,4,38,0.196,0,
ATL,ATLANTA INTL ARPT,2015-03-24 08:00,53,49,2,154,0.141,0,
DEN,DENVER INTNL ARPT,2015-03-24 08:00,44,35,11,235,0.063,0,
ORD,CHICAGO O HARE,2015-03-24 08:00,28,22,5,85,0.23,0,
ORD,CHICAGO O HARE,2015-03-24 09:00,27,21,5,82,0.251,0,
DEN,DENVER INTNL ARPT,2015-03-24 09:00,45,35,8,258,0.063,0,
ATL,ATLANTA INTL ARPT,2015-03-24 09:00,52,48,1,160,0.158,0,
LAX,LOS ANGELES INTL,2015-03-24 09:00,57,53,3,94,0.193,0,
DFW,DALLAS/FT WORTH,2015-03-24 09:00,60,52,9,173,0.062,0,
ATL,ATLANTA INTL ARPT,2015-03-24 10:00,50,47,0,330,0.207,0,
ORD,CHICAGO O HARE,2015-03-24 10:00,26,21,5,90,0.252,0,
LAX,LOS ANGELES INTL,2015-03-24 10:00,56,52,3,70,0.182,0,
DFW,DALLAS/FT WORTH,2015-03-24 10:00,62,52,13,175,0.064,0,
DEN,DENVER INTNL ARPT,2015-03-24 10:00,45,32,17,297,0.064,0,
ATL,ATLANTA INTL ARPT,2015-03-24 11:00,51,47,2,70,0.197,0,
ORD,CHICAGO O HARE,2015-03-24 11:00,26,21,6,91,0.256,0,
DEN,DENVER INTNL ARPT,2015-03-24 11:00,43,29,12,259,0.057,0,
DFW,DALLAS/FT WORTH,2015-03-24 11:00,61,52,10,171,0.063,0,
LAX,LOS ANGELES INTL,2015-03-24 11:00,56,52,2,65,0.165,0,
DFW,DALLAS/FT WORTH,2015-03-24 12:00,59,53,9,166,0.075,0,
ATL,ATLANTA INTL ARPT,2015-03-24 12:00,51,48,2,94,0.238,0,
ORD,CHICAGO O HARE,2015-03-24 12:00,26,21,8,95,0.251,0,
DEN,DENVER INTNL ARPT,2015-03-24 12:00,42,24,11,256,0.063,0,
LAX,LOS ANGELES INTL,2015-03-24 12:00,56,52,3,92,0.163,0,
LAX,LOS ANGELES INTL,2015-03-24 13:00,55,51,4,54,0.167,0,
ATL,ATLANTA INTL ARPT,2015-03-24 13:00,55,51,4,98,0.216,0,
DFW,DALLAS/FT WORTH,2015-03-24 13:00,62,57,10,179,0.125,0,
ORD,CHICAGO O HARE,2015-03-24 13:00,23,19,5,136,0.321,0,
DEN,DENVER INTNL ARPT,2015-03-24 13:00,41,20,13,260,0.06,0,
DEN,DENVER INTNL ARPT,2015-03-24 14:00,45,20,10,263,0.07,0,
ORD,CHICAGO O HARE,2015-03-24 14:00,28,19,10,90,0.18,0,
DFW,DALLAS/FT WORTH,2015-03-24 14:00,65,59,19,188,0.11,0,
LAX,LOS ANGELES INTL,2015-03-24 14:00,55,51,4,86,0.168,0,
ATL,ATLANTA INTL ARPT,2015-03-24 14:00,59,50,4,129,0.144,0,
ATL,ATLANTA INTL ARPT,2015-03-24 15:00,62,49,6,132,0.087,0,
DEN,DENVER INTNL ARPT,2015-03-24 15:00,49,17,14,262,0.064,0,
LAX,LOS ANGELES INTL,2015-03-24 15:00,58,52,4,102,0.17,0,
ORD,CHICAGO O HARE,2015-03-24 15:00,29,16,19,104,0.116,0,
DFW,DALLAS/FT WORTH,2015-03-24 15:00,68,60,13,195,0.119,0,
LAX,LOS ANGELES INTL,2015-03-24 16:00,62,52,4,119,0.167,0,
